"","DisplayString","age","Female","Male","ISO_Code"
"1220","Germany",20,0.000188,0.000446,"DEU"
"1221","Germany",21,0.000191,0.000477,"DEU"
"1222","Germany",22,0.000193,5e-04,"DEU"
"1223","Germany",23,0.000196,0.000514,"DEU"
"1224","Germany",24,0.000199,0.000519,"DEU"
"1225","Germany",25,0.000203,0.000519,"DEU"
"1226","Germany",26,0.000211,0.000525,"DEU"
"1227","Germany",27,0.000223,0.000539,"DEU"
"1228","Germany",28,0.00024,0.000562,"DEU"
"1229","Germany",29,0.00026,0.000594,"DEU"
"1230","Germany",30,0.000285,0.000633,"DEU"
"1231","Germany",31,0.000311,0.000674,"DEU"
"1232","Germany",32,0.000338,0.000715,"DEU"
"1233","Germany",33,0.000366,0.000757,"DEU"
"1234","Germany",34,0.000396,0.000799,"DEU"
"1235","Germany",35,0.000427,0.000844,"DEU"
"1236","Germany",36,0.000464,0.000899,"DEU"
"1237","Germany",37,0.000508,0.000967,"DEU"
"1238","Germany",38,0.000559,0.001047753,"DEU"
"1239","Germany",39,0.000617,0.001140938,"DEU"
"1240","Germany",40,0.000683,0.001247978,"DEU"
"1241","Germany",41,0.000758,0.00137324,"DEU"
"1242","Germany",42,0.000844,0.001517931,"DEU"
"1243","Germany",43,0.00094,0.001682217,"DEU"
"1244","Germany",44,0.001046224,0.001866296,"DEU"
"1245","Germany",45,0.001164751,0.002073465,"DEU"
"1246","Germany",46,0.001302258,0.002316311,"DEU"
"1247","Germany",47,0.001460575,0.00259838,"DEU"
"1248","Germany",48,0.001639884,0.00292026,"DEU"
"1249","Germany",49,0.0018404,0.003282661,"DEU"
"1250","Germany",50,0.002060226,0.003685127,"DEU"
"1251","Germany",51,0.002291016,0.004123416,"DEU"
"1252","Germany",52,0.002530854,0.004597285,"DEU"
"1253","Germany",53,0.002779988,0.005107947,"DEU"
"1254","Germany",54,0.003038691,0.005656802,"DEU"
"1255","Germany",55,0.003311778,0.006250148,"DEU"
"1256","Germany",56,0.003617773,0.006908833,"DEU"
"1257","Germany",57,0.003961923,0.007640401,"DEU"
"1258","Germany",58,0.00434511,0.008448282,"DEU"
"1259","Germany",59,0.004768356,0.009336513,"DEU"
"1260","Germany",60,0.005229858,0.010293993,"DEU"
"1261","Germany",61,0.005718891,0.011261575,"DEU"
"1262","Germany",62,0.006233654,0.012225748,"DEU"
"1263","Germany",63,0.006775442,0.01318849,"DEU"
"1264","Germany",64,0.007345704,0.014151733,"DEU"
"1265","Germany",65,0.007954564,0.015146536,"DEU"
"1266","Germany",66,0.008638417,0.016295043,"DEU"
"1267","Germany",67,0.009409496,0.017639414,"DEU"
"1268","Germany",68,0.010272321,0.019196238,"DEU"
"1269","Germany",69,0.01123221,0.020985583,"DEU"
"1270","Germany",70,0.012304752,0.023004536,"DEU"
"1271","Germany",71,0.013535554,0.025168361,"DEU"
"1272","Germany",72,0.014945649,0.027469996,"DEU"
"1273","Germany",73,0.016549613,0.029931907,"DEU"
"1274","Germany",74,0.018364923,0.03258067,"DEU"
"1275","Germany",75,0.020448251,0.03550556,"DEU"
"1276","Germany",76,0.022972941,0.038992031,"DEU"
"1277","Germany",77,0.026026329,0.043199936,"DEU"
"1278","Germany",78,0.029678222,0.048268894,"DEU"
"1279","Germany",79,0.03402063,0.054386556,"DEU"
"1280","Germany",80,0.039152605,0.06161023,"DEU"
"1281","Germany",81,0.045137192,0.069393442,"DEU"
"1282","Germany",82,0.052150446,0.077681145,"DEU"
"1283","Germany",83,0.06046588,0.08661791,"DEU"
"1284","Germany",84,0.070470836,0.096377155,"DEU"
"1285","Germany",85,0.082307632,0.107037454,"DEU"
"1286","Germany",86,0.094829157,0.118197924,"DEU"
"1287","Germany",87,0.107789356,0.129597317,"DEU"
"1288","Germany",88,0.121226109,0.140856218,"DEU"
"1289","Germany",89,0.135027132,0.151178581,"DEU"
"1290","Germany",90,0.149152989,0.159900778,"DEU"
"1291","Germany",91,0.164609916,0.169062653,"DEU"
"1292","Germany",92,0.181737396,0.179587169,"DEU"
"1293","Germany",93,0.200314207,0.191909846,"DEU"
"1294","Germany",94,0.219378298,0.206706182,"DEU"
"1295","Germany",95,0.237645949,0.22481512,"DEU"
"1296","Germany",96,0.257802946,0.246468796,"DEU"
"1297","Germany",97,0.281390904,0.272302349,"DEU"
"1298","Germany",98,0.309261045,0.303098994,"DEU"
"1299","Germany",99,0.342302848,0.338896404,"DEU"
"1300","Germany",100,0.359514893,0.387372882,"DEU"
"1301","Denmark",1,0.000179,0.000201,"DNK"
"1302","Denmark",2,0.000103,0.00013,"DNK"
"1303","Denmark",3,8.09e-05,0.000108,"DNK"
"1304","Denmark",4,7.02e-05,9.3e-05,"DNK"
"1305","Denmark",5,0.000118,7.59e-05,"DNK"
"1306","Denmark",6,0.000105,7.04e-05,"DNK"
"1307","Denmark",7,9.08e-05,6.89e-05,"DNK"
"1308","Denmark",8,8.43e-05,6.61e-05,"DNK"
"1309","Denmark",9,7.7e-05,6.34e-05,"DNK"
"1310","Denmark",10,4.47e-05,4.73e-05,"DNK"
"1311","Denmark",11,4.46e-05,4.96e-05,"DNK"
"1312","Denmark",12,4.84e-05,5.75e-05,"DNK"
"1313","Denmark",13,5.46e-05,7e-05,"DNK"
"1314","Denmark",14,6.95e-05,9.74e-05,"DNK"
"1315","Denmark",15,0.000126,8.89e-05,"DNK"
"1316","Denmark",16,0.000148,0.000118,"DNK"
"1317","Denmark",17,0.000169,0.000159,"DNK"
"1318","Denmark",18,0.00019,0.000212,"DNK"
"1319","Denmark",19,0.000209,0.000278,"DNK"
"1320","Denmark",20,0.000227,0.000351,"DNK"
"1321","Denmark",21,0.000241,0.000413,"DNK"
"1322","Denmark",22,0.00025,0.00046,"DNK"
"1323","Denmark",23,0.000253,0.000492,"DNK"
"1324","Denmark",24,0.000252,0.000509,"DNK"
"1325","Denmark",25,0.000247,0.000513,"DNK"
"1326","Denmark",26,0.000244,0.000516,"DNK"
"1327","Denmark",27,0.000246,0.000521,"DNK"
"1328","Denmark",28,0.000251,0.000527,"DNK"
"1329","Denmark",29,0.00026,0.000535,"DNK"
"1330","Denmark",30,0.000273,0.000547,"DNK"
"1331","Denmark",31,0.00029,0.000567,"DNK"
"1332","Denmark",32,0.000312,0.000598,"DNK"
"1333","Denmark",33,0.000337,0.000639,"DNK"
"1334","Denmark",34,0.000367,0.00069,"DNK"
"1335","Denmark",35,4e-04,0.00075,"DNK"
"1336","Denmark",36,0.000437,0.000815,"DNK"
"1337","Denmark",37,0.000477,0.000882,"DNK"
"1338","Denmark",38,0.00052,0.000953,"DNK"
"1339","Denmark",39,0.000566,0.001026213,"DNK"
"1340","Denmark",40,0.000618,0.001106954,"DNK"
"1341","Denmark",41,0.00068,0.001211035,"DNK"
"1342","Denmark",42,0.000757,0.001342635,"DNK"
"1343","Denmark",43,0.000846,0.001501937,"DNK"
"1344","Denmark",44,0.00095,0.00168916,"DNK"
"1345","Denmark",45,0.0010691,0.00190052,"DNK"
"1346","Denmark",46,0.001215406,0.002120065,"DNK"
"1347","Denmark",47,0.001391356,0.002343927,"DNK"
"1348","Denmark",48,0.001597183,0.002572287,"DNK"
"1349","Denmark",49,0.001833173,0.002805336,"DNK"
"1350","Denmark",50,0.002095238,0.003057866,"DNK"
"1351","Denmark",51,0.002365964,0.003388806,"DNK"
"1352","Denmark",52,0.002641175,0.003814098,"DNK"
"1353","Denmark",53,0.002921131,0.004335523,"DNK"
"1354","Denmark",54,0.003206109,0.0049553,"DNK"
"1355","Denmark",55,0.003507791,0.005661697,"DNK"
"1356","Denmark",56,0.003872393,0.006399463,"DNK"
"1357","Denmark",57,0.004312644,0.007156131,"DNK"
"1358","Denmark",58,0.004830247,0.007933733,"DNK"
"1359","Denmark",59,0.005427274,0.008734469,"DNK"
"1360","Denmark",60,0.006084584,0.009555987,"DNK"
"1361","Denmark",61,0.006717519,0.010381571,"DNK"
"1362","Denmark",62,0.007304635,0.011208183,"DNK"
"1363","Denmark",63,0.007845602,0.012037433,"DNK"
"1364","Denmark",64,0.008339794,0.012870933,"DNK"
"1365","Denmark",65,0.008823488,0.01374543,"DNK"
"1366","Denmark",66,0.009446907,0.014806997,"DNK"
"1367","Denmark",67,0.010253807,0.016104549,"DNK"
"1368","Denmark",68,0.011252748,0.017655853,"DNK"
"1369","Denmark",69,0.012454103,0.01948266,"DNK"
"1370","Denmark",70,0.013853513,0.021571093,"DNK"
"1371","Denmark",71,0.015396436,0.023784312,"DNK"
"1372","Denmark",72,0.017078918,0.026099907,"DNK"
"1373","Denmark",73,0.018916066,0.02853699,"DNK"
"1374","Denmark",74,0.02092594,0.031117605,"DNK"
"1375","Denmark",75,0.023169972,0.033933981,"DNK"
"1376","Denmark",76,0.025841004,0.03730132,"DNK"
"1377","Denmark",77,0.029035532,0.041383735,"DNK"
"1378","Denmark",78,0.032829159,0.046314969,"DNK"
"1379","Denmark",79,0.037321045,0.05227447,"DNK"
"1380","Denmark",80,0.042535633,0.059324,"DNK"
"1381","Denmark",81,0.048182432,0.066977364,"DNK"
"1382","Denmark",82,0.054263864,0.075214027,"DNK"
"1383","Denmark",83,0.060906113,0.084212061,"DNK"
"1384","Denmark",84,0.068270004,0.094198291,"DNK"
"1385","Denmark",85,0.076491417,0.105359994,"DNK"
"1386","Denmark",86,0.085503988,0.117551399,"DNK"
"1387","Denmark",87,0.095451715,0.130847081,"DNK"
"1388","Denmark",88,0.106606041,0.145388724,"DNK"
"1389","Denmark",89,0.11933108,0.161234664,"DNK"
"1390","Denmark",90,0.133929756,0.178482422,"DNK"
"1391","Denmark",91,0.15006577,0.19793532,"DNK"
"1392","Denmark",92,0.167651079,0.219846819,"DNK"
"1393","Denmark",93,0.186471453,0.243630162,"DNK"
"1394","Denmark",94,0.205616961,0.266820303,"DNK"
"1395","Denmark",95,0.223987682,0.28507586,"DNK"
"1396","Denmark",96,0.244505205,0.301220873,"DNK"
"1397","Denmark",97,0.268727916,0.316090521,"DNK"
"1398","Denmark",98,0.297230539,0.330126583,"DNK"
"1399","Denmark",99,0.329861901,0.349592894,"DNK"
"1400","Denmark",100,0.360600872,0.386771883,"DNK"
"1401","Spain",1,0.000214,0.000225,"ESP"
"1402","Spain",2,0.000122,0.000145,"ESP"
"1403","Spain",3,9.53e-05,0.000119,"ESP"
"1404","Spain",4,8.22e-05,0.000102,"ESP"
"1405","Spain",5,7.64e-05,9.12e-05,"ESP"
"1406","Spain",6,6.87e-05,8.44e-05,"ESP"
"1407","Spain",7,5.9e-05,8.21e-05,"ESP"
"1408","Spain",8,5.53e-05,7.84e-05,"ESP"
"1409","Spain",9,5.07e-05,7.5e-05,"ESP"
"1410","Spain",10,5.88e-05,6.89e-05,"ESP"
"1411","Spain",11,5.86e-05,7.13e-05,"ESP"
"1412","Spain",12,6.34e-05,8.1e-05,"ESP"
"1413","Spain",13,7.1e-05,9.7e-05,"ESP"
"1414","Spain",14,8.92e-05,0.000132,"ESP"
"1415","Spain",15,0.000109,0.000173,"ESP"
"1416","Spain",16,0.000119,0.000199,"ESP"
"1417","Spain",17,0.000128,0.000226,"ESP"
"1418","Spain",18,0.000135,0.000253,"ESP"
"1419","Spain",19,0.000141,0.00028,"ESP"
"1420","Spain",20,0.000146,0.000307,"ESP"
"1421","Spain",21,0.00015,0.000329,"ESP"
"1422","Spain",22,0.000153,0.000347,"ESP"
"1423","Spain",23,0.000155,0.00036,"ESP"
"1424","Spain",24,0.000157,0.000367,"ESP"
"1425","Spain",25,0.000159,0.000372,"ESP"
"1426","Spain",26,0.000162,0.00038,"ESP"
"1427","Spain",27,0.000167,0.000395,"ESP"
"1428","Spain",28,0.000174,0.000416,"ESP"
"1429","Spain",29,0.000183,0.000443,"ESP"
"1430","Spain",30,0.000194,0.000475,"ESP"
"1431","Spain",31,0.000209,0.000503,"ESP"
"1432","Spain",32,0.000228,0.000527,"ESP"
"1433","Spain",33,0.000251,0.000546,"ESP"
"1434","Spain",34,0.000278,0.000561,"ESP"
"1435","Spain",35,0.00031,0.000575,"ESP"
"1436","Spain",36,0.000344,0.000602,"ESP"
"1437","Spain",37,0.000383,0.000646,"ESP"
"1438","Spain",38,0.000425,0.000707,"ESP"
"1439","Spain",39,0.00047,0.000785,"ESP"
"1440","Spain",40,0.000519,0.00088,"ESP"
"1441","Spain",41,0.000577,0.000992,"ESP"
"1442","Spain",42,0.000642,0.001119889,"ESP"
"1443","Spain",43,0.000717,0.00126448,"ESP"
"1444","Spain",44,0.000799,0.001425771,"ESP"
"1445","Spain",45,0.000892,0.001607631,"ESP"
"1446","Spain",46,0.000998,0.001825149,"ESP"
"1447","Spain",47,0.001120306,0.002082412,"ESP"
"1448","Spain",48,0.001257524,0.002379899,"ESP"
"1449","Spain",49,0.001410241,0.002718195,"ESP"
"1450","Spain",50,0.001576187,0.003092444,"ESP"
"1451","Spain",51,0.001745832,0.003481085,"ESP"
"1452","Spain",52,0.001916857,0.003879121,"ESP"
"1453","Spain",53,0.002089358,0.00428713,"ESP"
"1454","Spain",54,0.002263432,0.004705732,"ESP"
"1455","Spain",55,0.002440877,0.005143288,"ESP"
"1456","Spain",56,0.002628624,0.005631613,"ESP"
"1457","Spain",57,0.002828578,0.006180169,"ESP"
"1458","Spain",58,0.003040979,0.006791113,"ESP"
"1459","Spain",59,0.003266094,0.007466974,"ESP"
"1460","Spain",60,0.003504886,0.008202554,"ESP"
"1461","Spain",61,0.00376039,0.008968144,"ESP"
"1462","Spain",62,0.004033694,0.00975791,"ESP"
"1463","Spain",63,0.004325268,0.010574252,"ESP"
"1464","Spain",64,0.004635633,0.011419789,"ESP"
"1465","Spain",65,0.004974833,0.012309422,"ESP"
"1466","Spain",66,0.005381743,0.013295619,"ESP"
"1467","Spain",67,0.005867708,0.014397639,"ESP"
"1468","Spain",68,0.006435058,0.01562432,"ESP"
"1469","Spain",69,0.007086556,0.016986101,"ESP"
"1470","Spain",70,0.007833385,0.018501402,"ESP"
"1471","Spain",71,0.008711541,0.020210054,"ESP"
"1472","Spain",72,0.009735187,0.022138627,"ESP"
"1473","Spain",73,0.010912128,0.024312344,"ESP"
"1474","Spain",74,0.012251901,0.026762096,"ESP"
"1475","Spain",75,0.013800897,0.029525826,"ESP"
"1476","Spain",76,0.015716204,0.032650209,"ESP"
"1477","Spain",77,0.018063083,0.036194428,"ESP"
"1478","Spain",78,0.02088252,0.040233831,"ESP"
"1479","Spain",79,0.024228345,0.044865345,"ESP"
"1480","Spain",80,0.02816676,0.050177696,"ESP"
"1481","Spain",81,0.032771524,0.056171459,"ESP"
"1482","Spain",82,0.038160353,0.06298097,"ESP"
"1483","Spain",83,0.044498633,0.070833099,"ESP"
"1484","Spain",84,0.052013588,0.080040874,"ESP"
"1485","Spain",85,0.060813028,0.090780313,"ESP"
"1486","Spain",86,0.07040029,0.102411757,"ESP"
"1487","Spain",87,0.080834755,0.114861014,"ESP"
"1488","Spain",88,0.092434708,0.128260937,"ESP"
"1489","Spain",89,0.10562829,0.142687243,"ESP"
"1490","Spain",90,0.120732789,0.158244578,"ESP"
"1491","Spain",91,0.137175114,0.175482024,"ESP"
"1492","Spain",92,0.154822141,0.194522667,"ESP"
"1493","Spain",93,0.173517588,0.214881176,"ESP"
"1494","Spain",94,0.19251006,0.234830837,"ESP"
"1495","Spain",95,0.210973742,0.25183698,"ESP"
"1496","Spain",96,0.231716123,0.269105409,"ESP"
"1497","Spain",97,0.256134022,0.288235933,"ESP"
"1498","Spain",98,0.28451199,0.310094824,"ESP"
"1499","Spain",99,0.31586683,0.33729034,"ESP"
"1500","Spain",100,0.346798699,0.383375614,"ESP"
"1501","Estonia",1,0.000311,0.000351,"EST"
"1502","Estonia",2,0.000174,0.000218,"EST"
"1503","Estonia",3,0.000134,0.000176,"EST"
"1504","Estonia",4,0.000114,0.000149,"EST"
"1505","Estonia",5,0.000106,0.000174,"EST"
"1506","Estonia",6,9.45e-05,0.000159,"EST"
"1507","Estonia",7,8.13e-05,0.000152,"EST"
"1508","Estonia",8,7.57e-05,0.000143,"EST"
"1509","Estonia",9,6.92e-05,0.000135,"EST"
"1510","Estonia",10,0.000113,0.000118,"EST"
"1511","Estonia",11,0.000112,0.000121,"EST"
"1512","Estonia",12,0.00012,0.000133,"EST"
"1513","Estonia",13,0.000132,0.000156,"EST"
"1514","Estonia",14,0.000161,0.000205,"EST"
"1515","Estonia",15,0.000235,0.000314,"EST"
"1516","Estonia",16,0.000256,0.000396,"EST"
"1517","Estonia",17,0.00027,0.000494,"EST"
"1518","Estonia",18,0.000277,0.000608,"EST"
"1519","Estonia",19,0.000276,0.000738,"EST"
"1520","Estonia",20,0.000269,0.000877,"EST"
"1521","Estonia",21,0.000267,0.00100118,"EST"
"1522","Estonia",22,0.000271,0.001103098,"EST"
"1523","Estonia",23,0.000282,0.001182911,"EST"
"1524","Estonia",24,3e-04,0.001240541,"EST"
"1525","Estonia",25,0.000325,0.00128371,"EST"
"1526","Estonia",26,0.000357,0.001343655,"EST"
"1527","Estonia",27,0.000399,0.001428311,"EST"
"1528","Estonia",28,0.000448,0.001537829,"EST"
"1529","Estonia",29,0.000507,0.001672387,"EST"
"1530","Estonia",30,0.00057,0.001822709,"EST"
"1531","Estonia",31,0.000625,0.001950975,"EST"
"1532","Estonia",32,0.000666,0.002047555,"EST"
"1533","Estonia",33,0.000695,0.002112232,"EST"
"1534","Estonia",34,0.000711,0.002144757,"EST"
"1535","Estonia",35,0.000719,0.002156882,"EST"
"1536","Estonia",36,0.000733,0.002196629,"EST"
"1537","Estonia",37,0.000757,0.002276318,"EST"
"1538","Estonia",38,0.000792,0.00239632,"EST"
"1539","Estonia",39,0.000837,0.002557043,"EST"
"1540","Estonia",40,0.000894,0.002758894,"EST"
"1541","Estonia",41,0.000967,0.003002194,"EST"
"1542","Estonia",42,0.001058072,0.003287511,"EST"
"1543","Estonia",43,0.001166807,0.003615581,"EST"
"1544","Estonia",44,0.00129341,0.003987269,"EST"
"1545","Estonia",45,0.001437618,0.004397256,"EST"
"1546","Estonia",46,0.00159801,0.004821153,"EST"
"1547","Estonia",47,0.00177436,0.005253304,"EST"
"1548","Estonia",48,0.00196686,0.005694374,"EST"
"1549","Estonia",49,0.002175732,0.00614507,"EST"
"1550","Estonia",50,0.002401605,0.006616459,"EST"
"1551","Estonia",51,0.002646277,0.007151166,"EST"
"1552","Estonia",52,0.002910479,0.007762067,"EST"
"1553","Estonia",53,0.003194616,0.008452308,"EST"
"1554","Estonia",54,0.003499149,0.009225574,"EST"
"1555","Estonia",55,0.003824189,0.010093334,"EST"
"1556","Estonia",56,0.004168665,0.011089827,"EST"
"1557","Estonia",57,0.004532786,0.012230019,"EST"
"1558","Estonia",58,0.004917242,0.013523492,"EST"
"1559","Estonia",59,0.005322804,0.014981813,"EST"
"1560","Estonia",60,0.005756815,0.016579049,"EST"
"1561","Estonia",61,0.006246489,0.018166966,"EST"
"1562","Estonia",62,0.006800318,0.019708784,"EST"
"1563","Estonia",63,0.007420718,0.021205417,"EST"
"1564","Estonia",64,0.008110519,0.022656702,"EST"
"1565","Estonia",65,0.008870845,0.024083906,"EST"
"1566","Estonia",66,0.009696714,0.025579282,"EST"
"1567","Estonia",67,0.010589961,0.027175351,"EST"
"1568","Estonia",68,0.011555182,0.028884829,"EST"
"1569","Estonia",69,0.012597693,0.030722541,"EST"
"1570","Estonia",70,0.013740644,0.032709834,"EST"
"1571","Estonia",71,0.015061085,0.034884126,"EST"
"1572","Estonia",72,0.016590411,0.037277312,"EST"
"1573","Estonia",73,0.018346679,0.039923449,"EST"
"1574","Estonia",74,0.020351998,0.042863551,"EST"
"1575","Estonia",75,0.022668413,0.046152864,"EST"
"1576","Estonia",76,0.025475087,0.049872813,"EST"
"1577","Estonia",77,0.028870449,0.054113084,"EST"
"1578","Estonia",78,0.032939869,0.058984144,"EST"
"1579","Estonia",79,0.037796818,0.064631154,"EST"
"1580","Estonia",80,0.043471659,0.071134144,"EST"
"1581","Estonia",81,0.049637708,0.078231197,"EST"
"1582","Estonia",82,0.056304049,0.085936082,"EST"
"1583","Estonia",83,0.063623896,0.094387566,"EST"
"1584","Estonia",84,0.071795247,0.103758458,"EST"
"1585","Estonia",85,0.081007141,0.114204305,"EST"
"1586","Estonia",86,0.091269137,0.125688003,"EST"
"1587","Estonia",87,0.102831928,0.138282395,"EST"
"1588","Estonia",88,0.116127651,0.152067176,"EST"
"1589","Estonia",89,0.131773574,0.166999947,"EST"
"1590","Estonia",90,0.150294554,0.183063653,"EST"
"1591","Estonia",91,0.170983372,0.201116507,"EST"
"1592","Estonia",92,0.193553441,0.221418275,"EST"
"1593","Estonia",93,0.217327425,0.243413504,"EST"
"1594","Estonia",94,0.239793717,0.264905483,"EST"
"1595","Estonia",95,0.257070657,0.282068774,"EST"
"1596","Estonia",96,0.273439967,0.297059255,"EST"
"1597","Estonia",97,0.290870622,0.310407517,"EST"
"1598","Estonia",98,0.310281965,0.322690617,"EST"
"1599","Estonia",99,0.335090069,0.34047467,"EST"
"1600","Estonia",100,0.362140828,0.389453272,"EST"
"1601","Finland",1,0.000154,0.000181,"FIN"
"1602","Finland",2,8.91e-05,0.000118,"FIN"
"1603","Finland",3,7.04e-05,9.78e-05,"FIN"
"1604","Finland",4,6.13e-05,8.49e-05,"FIN"
"1605","Finland",5,0.00011,0.000101,"FIN"
"1606","Finland",6,9.83e-05,9.34e-05,"FIN"
"1607","Finland",7,8.46e-05,9.06e-05,"FIN"
"1608","Finland",8,7.87e-05,8.63e-05,"FIN"
"1609","Finland",9,7.19e-05,8.23e-05,"FIN"
"1610","Finland",10,8.27e-05,7.93e-05,"FIN"
"1611","Finland",11,8.23e-05,8.18e-05,"FIN"
"1612","Finland",12,8.87e-05,9.22e-05,"FIN"
"1613","Finland",13,9.84e-05,0.00011,"FIN"
"1614","Finland",14,0.000122,0.000148,"FIN"
"1615","Finland",15,0.000143,0.000235,"FIN"
"1616","Finland",16,0.000164,0.000289,"FIN"
"1617","Finland",17,0.000189,0.000349,"FIN"
"1618","Finland",18,0.000217,0.000415,"FIN"
"1619","Finland",19,0.000249,0.000487,"FIN"
"1620","Finland",20,0.000283,0.000563,"FIN"
"1621","Finland",21,0.000308,0.000633,"FIN"
"1622","Finland",22,0.000323,0.000695,"FIN"
"1623","Finland",23,0.000328,0.000748,"FIN"
"1624","Finland",24,0.000323,0.000793,"FIN"
"1625","Finland",25,0.00031,0.00083,"FIN"
"1626","Finland",26,0.000301,0.000858,"FIN"
"1627","Finland",27,0.000299,0.000877,"FIN"
"1628","Finland",28,0.000305,0.000888,"FIN"
"1629","Finland",29,0.000317,0.00089,"FIN"
"1630","Finland",30,0.000336,0.000888,"FIN"
"1631","Finland",31,0.000356,0.000902,"FIN"
"1632","Finland",32,0.000375,0.000937,"FIN"
"1633","Finland",33,0.000393,0.000994,"FIN"
"1634","Finland",34,0.000411,0.001072201,"FIN"
"1635","Finland",35,0.000429,0.001166489,"FIN"
"1636","Finland",36,0.000448,0.001254596,"FIN"
"1637","Finland",37,0.000467,0.001330938,"FIN"
"1638","Finland",38,0.000488,0.001395475,"FIN"
"1639","Finland",39,0.000509,0.001448155,"FIN"
"1640","Finland",40,0.000536,0.00149669,"FIN"
"1641","Finland",41,0.000584,0.001572184,"FIN"
"1642","Finland",42,0.000656,0.001682608,"FIN"
"1643","Finland",43,0.000754,0.001828213,"FIN"
"1644","Finland",44,0.000877,0.002009298,"FIN"
"1645","Finland",45,0.001021066,0.002226588,"FIN"
"1646","Finland",46,0.001166365,0.002482017,"FIN"
"1647","Finland",47,0.001308476,0.002776486,"FIN"
"1648","Finland",48,0.001447446,0.003110627,"FIN"
"1649","Finland",49,0.001583314,0.003485195,"FIN"
"1650","Finland",50,0.001718972,0.003890787,"FIN"
"1651","Finland",51,0.001865909,0.004286936,"FIN"
"1652","Finland",52,0.00202713,0.004663552,"FIN"
"1653","Finland",53,0.002202815,0.005020693,"FIN"
"1654","Finland",54,0.002393169,0.005358338,"FIN"
"1655","Finland",55,0.002603466,0.005699906,"FIN"
"1656","Finland",56,0.002854247,0.00614038,"FIN"
"1657","Finland",57,0.00315118,0.006706316,"FIN"
"1658","Finland",58,0.003495038,0.007401637,"FIN"
"1659","Finland",59,0.003886739,0.008231088,"FIN"
"1660","Finland",60,0.004320269,0.009180847,"FIN"
"1661","Finland",61,0.004768236,0.010178091,"FIN"
"1662","Finland",62,0.005224269,0.011207114,"FIN"
"1663","Finland",63,0.00568909,0.012271825,"FIN"
"1664","Finland",64,0.006163463,0.013376517,"FIN"
"1665","Finland",65,0.00665991,0.014524082,"FIN"
"1666","Finland",66,0.007226776,0.015712142,"FIN"
"1667","Finland",67,0.007878642,0.016944044,"FIN"
"1668","Finland",68,0.008619061,0.018225492,"FIN"
"1669","Finland",69,0.009452226,0.019562833,"FIN"
"1670","Finland",70,0.010391781,0.020987466,"FIN"
"1671","Finland",71,0.011479064,0.022608737,"FIN"
"1672","Finland",72,0.012732157,0.024473112,"FIN"
"1673","Finland",73,0.014162478,0.026608892,"FIN"
"1674","Finland",74,0.015783905,0.029050218,"FIN"
"1675","Finland",75,0.017640459,0.031861233,"FIN"
"1676","Finland",76,0.019864592,0.035188172,"FIN"
"1677","Finland",77,0.022521916,0.039139076,"FIN"
"1678","Finland",78,0.025663354,0.043827904,"FIN"
"1679","Finland",79,0.029355085,0.049406163,"FIN"
"1680","Finland",80,0.033692289,0.055953631,"FIN"
"1681","Finland",81,0.03882576,0.063192053,"FIN"
"1682","Finland",82,0.044926443,0.071185955,"FIN"
"1683","Finland",83,0.052218507,0.080168561,"FIN"
"1684","Finland",84,0.061016651,0.090456266,"FIN"
"1685","Finland",85,0.071442318,0.102245016,"FIN"
"1686","Finland",86,0.082632908,0.11495911,"FIN"
"1687","Finland",87,0.094514722,0.128479337,"FIN"
"1688","Finland",88,0.107328255,0.142792085,"FIN"
"1689","Finland",89,0.121344879,0.157669321,"FIN"
"1690","Finland",90,0.136814468,0.172931722,"FIN"
"1691","Finland",91,0.153770442,0.189816438,"FIN"
"1692","Finland",92,0.172216425,0.208718197,"FIN"
"1693","Finland",93,0.191848961,0.22920716,"FIN"
"1694","Finland",94,0.21149735,0.24960084,"FIN"
"1695","Finland",95,0.229670441,0.267211604,"FIN"
"1696","Finland",96,0.249610163,0.284646934,"FIN"
"1697","Finland",97,0.272991937,0.303132754,"FIN"
"1698","Finland",98,0.30041839,0.323530335,"FIN"
"1699","Finland",99,0.332061954,0.349805576,"FIN"
"1700","Finland",100,0.353465135,0.385742961,"FIN"
"1701","France",1,0.000289,0.000317,"FRA"
"1702","France",2,0.000163,0.000199,"FRA"
"1703","France",3,0.000125,0.000161,"FRA"
"1704","France",4,0.000107,0.000137,"FRA"
"1705","France",5,8.25e-05,9.68e-05,"FRA"
"1706","France",6,7.41e-05,8.94e-05,"FRA"
"1707","France",7,6.36e-05,8.69e-05,"FRA"
"1708","France",8,5.95e-05,8.28e-05,"FRA"
"1709","France",9,5.45e-05,7.91e-05,"FRA"
"1710","France",10,5.79e-05,6.77e-05,"FRA"
"1711","France",11,5.77e-05,7.01e-05,"FRA"
"1712","France",12,6.24e-05,7.97e-05,"FRA"
"1713","France",13,6.98e-05,9.55e-05,"FRA"
"1714","France",14,8.79e-05,0.00013,"FRA"
"1715","France",15,0.000101,0.000186,"FRA"
"1716","France",16,0.000114,0.000228,"FRA"
"1717","France",17,0.00013,0.000275,"FRA"
"1718","France",18,0.000148,0.000328,"FRA"
"1719","France",19,0.000168,0.000387,"FRA"
"1720","France",20,0.000189,0.000449,"FRA"
"1721","France",21,0.000206,0.000504,"FRA"
"1722","France",22,0.000218,0.000549,"FRA"
"1723","France",23,0.000226,0.000583,"FRA"
"1724","France",24,0.000228,0.000607,"FRA"
